KINASE GENE,KINASE common name,KIN_ACC_ID,SUBSTRATE common name,SUB_GENE_ID,SUB_ACC_ID,SUBSTRATE GENE,SUB_MOD_RSD,SITE_GRP_ID,SITE_+/-7_AA,Source / support
CDK2,CDK2,P24941,TK,7083,P04183,TK1,S13,448816,LPtVLPGsPskTRGQ,PA2_2023
CDK2,CDK2,P24941,TNKS1BP1,85456,Q9C0C2,TNKS1BP1,S691,452486,WLDDLLAsPPPsGGG,PA2_2023
CDK2,CDK2,P24941,TOB2,10766,Q14106,TOB2,S254,14161520,PAPQSQLsPNAKEFV,PA2_2023
CDK2,CDK2,P24941,TOPBP1,11073,Q92547,TOPBP1,T848,3208170,DALAALEtPGRPsQQ,PA2_2023
CDK2,CDK2,P24941,TOR1AIP1,26092,Q5JTV8,TOR1AIP1,S143,3198371,EQPPLQPsPVMtRRG,PA2_2023
CDK2,CDK2,P24941,p53,7157,P04637,TP53,S315,447530,LPNNtsssPQPkkkP,PA2_2023 and PA1_2016
CDK2,CDK2,P24941,P53,7157,P04637,TP53,S392,,FktEGPDsD______,PA1_2016
CDK2,CDK2,P24941,p63,8626,Q9H3D4,TP63,T491,4668106,PQQRNALtPTTIPDG,PA2_2023
CDK2,CDK2,P24941,p73,7161,O15350,TP73,T86,449047,AASASPYtPEHAASV,PA2_2023 and PA1_2016
CDK2,CDK2,P24941,TPX2,22974,Q9ULW0,TPX2,T72,460008,NLQQAIVtPLkPVDN,PA2_2023
CDK2,CDK2,P24941,TSPYL2,64061,Q9H2G4,TSPYL2,S20,3212187,RRLsssEsPQRDPPP,PA2_2023 and PA1_2016
CDK2,CDK2,P24941,TSPYL2,64061,Q9H2G4,TSPYL2,T340,12559513,GRLVSHstPIRWHRG,PA2_2023 and PA1_2016
CDK2,CDK2,P24941,TSR1,55720,Q2NL82,TSR1,T490,9831781,MFPDEVDtPRDVAAR,PA2_2023
CDK2,CDK2,P24941,TTK,7272,P33981,TTK,S436,950200,VFSVskQsPPIsTSk,PA2_2023
CDK2,CDK2,P24941,TTK,7272,P33981,TTK,T453,471487,DPkSICktPsSNtLD,PA2_2023
CDK2,CDK2,P24941,TTK,7272,P33981,TTK,T468,471488,DyMsCFrtPVVkNDF,PA2_2023
CDK2,CDK2,P24941,TUBG1,7283,P23258,TUBG1,S80,9831761,VIHSILNsPYAkLYN,PA2_2023
CDK2,CDK2,P24941,TUBG2,27175,Q9NRH3,TUBG2,S80,23070049,VIHSILNsPYAkLYN,PA2_2023
CDK2,CDK2,P24941,UBE2A,7319,P49459,UBE2A,S120,448007,LDEPNPNsPANSQAA,PA2_2023 and PA1_2016
CDK2,CDK2,P24941,UBE2O,63893,Q9C0C9,UBE2O,S836,484765,VEQLLTGsPtsPtVE,PA2_2023
CDK2,CDK2,P24941,UBF1,7343,P17480,UBTF,S389,,,PA1_2016
CDK2,CDK2,P24941,UBF1,7343,P17480,UBTF,S484,,,PA1_2016
CDK2,CDK2,P24941,UHRF1,29128,Q96T88,UHRF1,S661,469962,GGPSrAGsPRRTSKK,PA2_2023
CDK2,CDK2,P24941,UHRF1 iso2,29128,Q96T88-2,UHRF1,S674,469962,GGPSRAGsPRRTSKK,PA2_2023
CDK2,CDK2,P24941,UNG,7374,P13051,UNG,S12,3180591,ktLysFFsPsPARKR,PA2_2023
CDK2,CDK2,P24941,UNG,7374,P13051,UNG,S23,2018600,ARKRHAPsPEPAVQG,PA2_2023
CDK2,CDK2,P24941,UNG,7374,P13051,UNG,S64,2018601,EPGtPPssPLsAEQL,PA2_2023
CDK2,CDK2,P24941,UNG,7374,P13051,UNG,T60,452622,AGQEEPGtPPssPLs,PA2_2023
CDK2,CDK2,P24941,USP37,57695,Q86T82,USP37,S628,469345,MVNsCItsPStPSKK,PA2_2023
CDK2,CDK2,P24941,WRN,7486,Q14191,WRN,S1133,10940893,KksIMVQsPEKAYSS,PA2_2023
CDK2,CDK2,P24941,WRN,7486,Q14191,WRN,S426,3196115,YKSTEHLsPNDNEND,PA2_2023
CDK2,CDK2,P24941,Ku70,2547,P12956,XRCC6,T455,469188,FTEkIMAtPEQVGkM,PA2_2023
CDK2,CDK2,P24941,PLZF,7704,Q05516,ZBTB16,S197,2134715,SFGLSAMsPTKAAVD,PA2_2023
CDK2,CDK2,P24941,PLZF,7704,Q05516,ZBTB16,T282,2134716,RGKEGPGtPTRSSVI,PA2_2023
CDK2,CDK2,P24941,ZC3H11A,9877,O75152,ZC3H11A,T321,3175981,PETNIDKtPKKAQVs,PA2_2023
CDK2,CDK2,P24941,ZHX1,11244,Q9UKY1,ZHX1,T568,9831792,WNPFPDFtPQKFKEK,PA2_2023
CDK2,CDK2,P24941,ZNF261,9203,Q14202,ZMYM3,T826,3801541,PPPPPPAtPRKNKAA,PA2_2023
CDK2,CDK2,P24941,ZNF609,23060,O15014,ZNF609,T722,9831796,FTVNPALtPAKDKKK,PA2_2023
CDK20,CDK20,Q8IZL9,CDK2,1017,P24941,CDK2,T160,447739,GVPVRtytHEVVtLW,PA2_2023 and PA1_2016
CDK20,CDK20,Q8IZL9,ICK,22858,Q9UPZ9,CILK1,T157,456051,IRSKPPytDyVSTRW,PA2_2023
CDK3,CDK3,Q00526,ATF-1,466,P18846,ATF1,S63,449762,GILARRPsyRKILkD,PA2_2023 and PA1_2016
CDK3,CDK3,Q00526,CABLES1,91768,Q8TDN4,CABLES1,S313,4274722,RCRtLsGsPRPKNFK,PA2_2023 and PA1_2016
CDK3,CDK3,Q00526,ER-alpha,2099,P03372,ESR1,S104,448099,FPPLNsVsPsPLMLL,PA2_2023
CDK3,CDK3,Q00526,ER-alpha,2099,P03372,ESR1,S106,448100,PLNsVsPsPLMLLHP,PA2_2023
CDK3,CDK3,Q00526,ER-alpha,2099,P03372,ESR1,S118,448101,LHPPPQLsPFLQPHG,PA2_2023
CDK3,CDK3,Q00526,Jun,3725,P05412,JUN,S63,447686,kNsDLLtsPDVGLLk,PA2_2023
CDK3,CDK3,Q00526,Jun,3725,P05412,JUN,S73,447943,VGLLkLAsPELERLI,PA2_2023
CDK3,CDK3,Q00526,KI3L1,3811,P43629,KIR3DL1,S296,,,PA1_2016
CDK3,CDK3,Q00526,LIN9,286826,Q5TKA1,LIN9,T96,3201645,KFtAtMstPDKKASQ,PA2_2023
CDK3,CDK3,Q00526,EVI1,2122,Q03112,MECOM,S436,4702996,KMFKDkVsPLQNLAS,PA2_2023
CDK3,CDK3,Q00526,NFAT3,4776,Q14934,NFATC4,S259,31859079,APGPtPAsPRPAsPC,PA2_2023
CDK3,CDK3,Q00526,Notch 1,4851,P46531,NOTCH1,S2513,35483201,EHPFLtPsPEsPDQW,PA2_2023
CDK3,CDK3,Q00526,Notch 1,4851,P46531,NOTCH1,S2516,35483202,FLtPsPEsPDQWsss,PA2_2023
CDK3,CDK3,Q00526,Notch 1,4851,P46531,NOTCH1,T2511,483083,VPEHPFLtPsPEsPD,PA2_2023
CDK3,CDK3,Q00526,Rb,5925,P06400,RB1,S807,447980,PGGNIyIsPLksPyk,PA2_2023
CDK3,CDK3,Q00526,Rb,5925,P06400,RB1,S811,448717,IyIsPLksPykIsEG,PA2_2023
CDK3,CDK3,Q00526,TFCP2,7024,Q12800,TFCP2,S309,7965105,SLGEGNGsPNHQPEP,PA2_2023
CDK4,CDK4,P11802,BRCA1,672,P38398,BRCA1,S632,478486,LVVSRNLsPPNCTEL,PA2_2023
CDK4,CDK4,P11802,CDC25A,993,P30304,CDC25A,S40,63080405,ASAAGGLsPVTNLTV,PA2_2023
CDK4,CDK4,P11802,p21Cip1,1026,P38936,CDKN1A,S130,455618,sGEQAEGsPGGPGDs,PA2_2023
CDK4,CDK4,P11802,p21Cip1,1026,P38936,CDKN1A,S98,478193,GGRRPGTsPALLQGT,PA2_2023
CDK4,CDK4,P11802,CELF1,10658,Q92879,CELF1,S302,3347301,TSSGSsPsSSSSNSV,PA2_2023
CDK4,CDK4,P11802,DNMT1,1786,P26358,DNMT1,S127,3189388,VGMADANsPPKPLsk,PA2_2023
CDK4,CDK4,P11802,DNMT1,1786,P26358,DNMT1,S954,452278,TFNIKLSsPVkRPRk,PA2_2023
CDK4,CDK4,P11802,EGLN2,112398,Q96KS0,EGLN2,S130,31088285,EDGGDAPsPsKRPWA,PA2_2023
CDK4,CDK4,P11802,FLCN,201163,Q8NFG4,FLCN,S571,31085315,HLMSTVRsPTASESR,PA2_2023
CDK4,CDK4,P11802,FLCN,201163,Q8NFG4,FLCN,S62,3206874,NSRMRAHsPAEGAsV,PA2_2023
CDK4,CDK4,P11802,FLCN,201163,Q8NFG4,FLCN,S73,3206877,GAsVEsssPGPKKSD,PA2_2023
CDK4,CDK4,P11802,FLNA,2316,P21333,FLNA,S1459,452266,kCsGPGLsPGMVRAN,PA2_2023
CDK4,CDK4,P11802,FLNA,2316,P21333,FLNA,S2152,451357,tRRRRAPsVANVGsH,PA2_2023
CDK4,CDK4,P11802,FOXM1,2305,Q08050,FOXM1,S35,11092388,SEEEPKRsPAQQEsN,PA2_2023
CDK4,CDK4,P11802,FOXM1,2305,Q08050,FOXM1,S4,22648000,____MKTsPRRPLIL,PA2_2023
CDK4,CDK4,P11802,FOXM1,2305,Q08050,FOXM1,S451,7320841,LLFGEGFsPLLPVQT,PA2_2023
CDK4,CDK4,P11802,FOXM1,2305,Q08050,FOXM1,S489,22648002,PPLEEWPsPAPSFkE,PA2_2023
CDK4,CDK4,P11802,FOXM1,2305,Q08050,FOXM1,S508,22648001,sWEDSSQsPtPRPKK,PA2_2023
CDK4,CDK4,P11802,FOXM1,2305,Q08050,FOXM1,S522,8146040,KSySGLRsPtRCVSE,PA2_2023
CDK4,CDK4,P11802,FOXM1,2305,Q08050,FOXM1,S704,449265,IDVPKPGsPEPQVSG,PA2_2023
CDK4,CDK4,P11802,FOXM1,2305,Q08050,FOXM1,T510,22648003,EDSSQsPtPRPKKSy,PA2_2023
CDK4,CDK4,P11802,FOXM1,2305,Q08050,FOXM1,T600,478080,EVGGPFKtPIkETLP,PA2_2023
CDK4,CDK4,P11802,FOXM1,2305,Q08050,FOXM1,T611,451437,ETLPISstPSkSVLP,PA2_2023
CDK4,CDK4,P11802,FOXM1,2305,Q08050,FOXM1,T620,3194573,SkSVLPRtPEsWRLt,PA2_2023
CDK4,CDK4,P11802,FOXM1,2305,Q08050,FOXM1,T627,3194576,tPEsWRLtPPAKVGG,PA2_2023
CDK4,CDK4,P11802,FOXO1A,2308,Q12778,FOXO1,S249,471071,EGGkSGksPrRrAAs,PA2_2023
CDK4,CDK4,P11802,GATA4,2626,P43694,GATA4,S105,449604,AYTPPPVsPRFsFPG,PA2_2023
CDK4,CDK4,P11802,GCN5,2648,Q92830,KAT2A,S372,33703201,EEIYGANsPIWESGF,PA2_2023
CDK4,CDK4,P11802,GCN5,2648,Q92830,KAT2A,T272,33703200,LNYWKLEtPAQFRQR,PA2_2023
CDK4,CDK4,P11802,MDM4,4194,O15151,MDM4,S314,62381100,TECKKFNsPSKRYCF,PA2_2023
CDK4,CDK4,P11802,MEF2D,4209,Q14814,MEF2D,S110,470517,GEDsLEQsPLLEDKy,PA2_2023
CDK4,CDK4,P11802,MEF2D,4209,Q14814,MEF2D,S98,470518,KGFNGCDsPEPDGED,PA2_2023
CDK4,CDK4,P11802,PELP1,27043,Q8IZL8,PELP1,S477,470174,ADALKLRsPRGsPDG,PA2_2023
CDK4,CDK4,P11802,RASSF1 iso2,11186,Q9NS23-2,RASSF1,S203,484000,TsVRRRtsFYLPKDA,PA2_2023
CDK4,CDK4,P11802,Rb,5925,P06400,RB1,S249,447975,AVIPINGsPRtPRRG,PA2_2023
CDK4,CDK4,P11802,Rb,5925,P06400,RB1,S608,447976,tAADMyLsPVRsPKK,PA2_2023
CDK4,CDK4,P11802,Rb,5925,P06400,RB1,S612,447977,MyLsPVRsPKKKGsT,PA2_2023
CDK4,CDK4,P11802,Rb,5925,P06400,RB1,S780,447978,strPPtLsPIPHIPr,PA2_2023 and PA1_2016
CDK4,CDK4,P11802,Rb,5925,P06400,RB1,S788,450022,PIPHIPrsPykFPss,PA2_2023 and PA1_2016
CDK4,CDK4,P11802,Rb,5925,P06400,RB1,S795,447979,sPykFPssPLrIPGG,PA2_2023 and PA1_2016
CDK4,CDK4,P11802,Rb,5925,P06400,RB1,S807,447980,PGGNIyIsPLksPyk,PA2_2023
CDK4,CDK4,P11802,Rb,5925,P06400,RB1,S811,448717,IyIsPLksPykIsEG,PA2_2023
CDK4,CDK4,P11802,Rb,5925,P06400,RB1,T252,449821,PINGsPRtPRRGQNR,PA2_2023
CDK4,CDK4,P11802,Rb,5925,P06400,RB1,T356,447981,DsFEtQRtPRksNLD,PA2_2023 and PA1_2016
CDK4,CDK4,P11802,Rb,5925,P06400,RB1,T373,447982,VNVIPPHtPVRTVMN,PA2_2023
CDK4,CDK4,P11802,RB,5925,P06400,RB1,T5,,,PA1_2016
CDK4,CDK4,P11802,Rb,5925,P06400,RB1,T826,447984,LPtPtkMtPRsRILV,PA2_2023 and PA1_2016
CDK4,CDK4,P11802,Rb-like 1,5933,P28749,RBL1,S640,451296,RRDMQPLsPIsVHER,PA2_2023
CDK4,CDK4,P11802,RBL1,5933,P28749,RBL1,S650,,sVHERySsPtAGSAk,PA1_2016
CDK4,CDK4,P11802,Rb-like 1,5933,P28749,RBL1,S964,451297,MMDAPPLsPFPHIKQ,PA2_2023 and PA1_2016
CDK4,CDK4,P11802,Rb-like 1,5933,P28749,RBL1,S975,450986,HIKQQPGsPRRIsQQ,PA2_2023
CDK4,CDK4,P11802,Rb-like 1,5933,P28749,RBL1,T369,451295,KRSFAPstPLtGRRY,PA2_2023 and PA1_2016
CDK4,CDK4,P11802,Rb-like 2,5934,Q08999,RBL2,S1035,449738,NMDAPPLsPyPFVRt,PA2_2023
CDK4,CDK4,P11802,Rb-like 2,5934,Q08999,RBL2,S672,448254,tLyDRySsPPAsTtR,PA2_2023
CDK4,CDK4,P11802,Rb-like 2,5934,Q08999,RBL2,T401,449723,SKALRIStPLtGVRY,PA2_2023
CDK4,CDK4,P11802,AML3,860,Q13950,RUNX2,S465,460684,MVPGGDRsPSRMLPP,PA2_2023
CDK4,CDK4,P11802,AML2,864,Q13761,RUNX3,S356,7705800,SSSGGDRsPTRMLAS,PA2_2023
CDK4,CDK4,P11802,SMAD3,4088,P84022,SMAD3,S204,451178,NHSMDAGsPNLsPNP,PA2_2023 and PA1_2016
CDK4,CDK4,P11802,SMAD3,4088,P84022,SMAD3,S208,451179,DAGsPNLsPNPMsPA,PA2_2023 and PA1_2016
CDK4,CDK4,P11802,SMAD3,4088,P84022,SMAD3,S213,451180,NLsPNPMsPAHNNLD,PA2_2023 and PA1_2016
CDK4,CDK4,P11802,SMAD3,4088,P84022,SMAD3,T179,451177,PQSNIPEtPPPGYLS,PA2_2023 and PA1_2016
CDK4,CDK4,P11802,SMAD3,4088,P84022,SMAD3,T8,452179,MSSILPFtPPIVkRL,PA2_2023 and PA1_2016
CDK4,CDK4,P11802,SOD2,6648,P04179,SOD2,S106,7577901,SIFWTNLsPNGGGEP,PA2_2023
CDK4,CDK4,P11802,SPOP,8405,O43791,SPOP,S6,36136244,__MSRVPsPPPPAEM,PA2_2023
CDK4,CDK4,P11802,E2A,6929,P15923,TCF3,S139,455905,LNsPGPLsPsGMKGT,PA2_2023
CDK4,CDK4,P11802,E2A,6929,P15923,TCF3,S245,455906,PMLGGGSsPLPLPPG,PA2_2023
CDK4,CDK4,P11802,TFE3,7030,P19532,TFE3,S246,56653430,PTGSAPNsPMALLTI,PA2_2023
CDK4,CDK4,P11802,TFEB,7942,P19484,TFEB,S114,3181613,HIsPAQGsPkPPPAA,PA2_2023
CDK4,CDK4,P11802,TFEB,7942,P19484,TFEB,S142,3181628,AGNsAPNsPMAMLHI,PA2_2023
CDK4,CDK4,P11802,TFEB,7942,P19484,TFEB,S467,4785142,KASsRRssFsMEEGD,PA2_2023
CDK4,CDK4,P11802,TFEB,7942,P19484,TFEB,T331,3181634,RVHGLPttsPsGMNM,PA2_2023
CDK4,CDK4,P11802,TOB2,10766,Q14106,TOB2,S254,14161520,PAPQSQLsPNAKEFV,PA2_2023
CDK4,CDK4,P11802,p53,7157,P04637,TP53,R249,394791401,CMGGMNRrPILTIIT,PA2_2023
CDK4,CDK4,P11802,TSC2,7249,P49815,TSC2,S1217,1868502602,MSLENPLsPFSSDIN,PA2_2023
CDK4,CDK4,P11802,TSC2,7249,P49815,TSC2,S1452,3191272,LPSssPRsPsGLrPr,PA2_2023
CDK4,CDK4,P11802,VCP,7415,P55072,VCP,S664,7435526,LkANLRksPVAkDVD,PA2_2023
CDK4,CDK4,P11802,VCP,7415,P55072,VCP,T509,4271173,kFLkFGMtPskGVLF,PA2_2023
CDK4,CDK4,P11802,WDR77,79084,Q9BQA1,WDR77,S264,17797201,CVTGLVFsPHSVPFL,PA2_2023
CDK4,CDK4,P11802,WDR77,79084,Q9BQA1,WDR77,S306,17976600,FVRDATWsPLNHSLL,PA2_2023
CDK4,CDK4,P11802,WDR77,79084,Q9BQA1,WDR77,T5,471217,___MRkEtPPPLVPP,PA2_2023
CDK5,CDK5,Q00535,ACSS2,55902,Q9NR19,ACSS2,S267,460828,MGDstsQsPPIkRSC,PA2_2023
CDK5,CDK5,Q00535,ADD1,118,P35611,ADD1,T724,5246050,KKKKKFRtPsFLKKs,PA2_2023
CDK5,CDK5,Q00535,ADD2,119,P35612,ADD2,S604,3147414,APAsPVQsPAKEAEt,PA2_2023
CDK5,CDK5,Q00535,ADD2,119,P35612,ADD2,S617,3147402,EtKsPLVsPsKsLEE,PA2_2023
CDK5,CDK5,Q00535,ADD2,119,P35612,ADD2,S701,1983442,PEGsPsKsPsKKKKK,PA2_2023
CDK5,CDK5,Q00535,CENTG1 iso2,116986,Q99490-2,AGAP2,S249,478635,ACKSLPSsPSHSAAS,PA2_2023
CDK5,CDK5,Q00535,CENTG1 iso2,116986,Q99490-2,AGAP2,S279,478561,YSSSLPSsPNVGHRE,PA2_2023
CDK5,CDK5,Q00535,AMFR,267,Q9UKV5,AMFR,S516,3148446,sIRPALNsPVERPss,PA2_2023
CDK5,CDK5,Q00535,amphiphysin,273,P49418,AMPH,S272,455791,EEPsPLPsPTAsPNH,PA2_2023 and PA1_2016
CDK5,CDK5,Q00535,amphiphysin,273,P49418,AMPH,S276,455792,PLPsPTAsPNHTLAP,PA2_2023 and PA1_2016
CDK5,CDK5,Q00535,amphiphysin,273,P49418,AMPH,S285,455793,NHTLAPAsPAPARPR,PA2_2023 and PA1_2016
CDK5,CDK5,Q00535,APE1,328,P27695,APEX1,T233,14645304,NKkNAGFtPQERQGF,PA2_2023
CDK5,CDK5,Q00535,APP iso4,351,P05067-4,APP,T668,448523,VEVDAAVtPEERHLs,PA2_2023
CDK5,CDK5,Q00535,A4,351,P05067,APP,T743,,VEVDAAVtPEERHLS,PA1_2016
CDK5,CDK5,Q00535,AR,367,P10275,AR,S310,448413,TEDTAEysPFKGGYT,PA2_2023
CDK5,CDK5,Q00535,AR,367,P10275,AR,S83,448714,QQQQQETsPRQQQQQ,PA2_2023
CDK5,CDK5,Q00535,ATM,472,Q13315,ATM,S794,6413900,LSNCTKKsPNKIASG,PA2_2023
CDK5,CDK5,Q00535,axin 1,8312,O15169,AXIN1,T481,451091,HVQRVLRtPGRQsPG,PA2_2023
CDK5,CDK5,Q00535,BACE,23621,P56817,BACE1,T252,48881800,YTGSLWYtPIRREWY,PA2_2023
CDK5,CDK5,Q00535,BAG3,9531,O95817,BAG3,S291,467532,stPLHsPsPIRVHTV,PA2_2023
CDK5,CDK5,Q00535,BIN1,274,O00499,BIN1,T348,7532308,VPPPPKHtPSKEVKQ,PA2_2023
CDK5,CDK5,Q00535,girdin,55704,Q3V6T2,CCDC88A,S1675,454193,HHKIKtGsPGsEVVT,PA2_2023
CDK5,CDK5,Q00535,CDK16,5127,Q00536,CDK16,S95,,,PA1_2016
CDK5,CDK5,Q00535,CDK5,1020,Q00535,CDK5,S47,1255792403,DDEGVPssALREICL,PA2_2023
CDK5,CDK5,Q00535,CDK5R1,8851,Q15078,CDK5R1,S8,471392,MGTVLSLsPSYRKAT,PA2_2023
CDK5,CDK5,Q00535,CDK5R1,8851,Q15078,CDK5R1,T138,471393,PAVTSAGtPKRVIVQ,PA2_2023
CDK5,CDK5,Q00535,CLASP2,23122,O75122,CLASP2,S541,24976300,REssRDTsPVRSFQP,PA2_2023
CDK5,CDK5,Q00535,CLOCK,9575,O15516,CLOCK,T451,30259800,AVsDPSStPTKIPTD,PA2_2023
CDK5,CDK5,Q00535,CLOCK,9575,O15516,CLOCK,T461,469131,KIPTDTstPPRQHLP,PA2_2023
CDK5,CDK5,Q00535,CRMP-1,1400,Q14194,CRMP1,S522,1295503,PAPsAKssPsKHQPP,PA2_2023
CDK5,CDK5,Q00535,CRMP-1,1400,Q14194,CRMP1,T509,454314,PVyEVPAtPKyAtPA,PA2_2023
CDK5,CDK5,Q00535,CTNNB1,1499,P35222,CTNNB1,S191,467710,SRHAIMRsPQMVsAI,PA2_2023
CDK5,CDK5,Q00535,CTNNB1,1499,P35222,CTNNB1,S246,469995,ALVKMLGsPVDSVLF,PA2_2023
CDK5,CDK5,Q00535,DAB1,1600,O75553,DAB1,S524,,,PA1_2016
CDK5,CDK5,Q00535,DAB1,1600,O75553,DAB1,S548,,,PA1_2016
CDK5,CDK5,Q00535,DBN1,1627,Q16643,DBN1,S142,452446,NGLARLssPVLHRLR,PA2_2023
CDK5,CDK5,Q00535,DBN1 iso3,1627,Q16643-3,DBN1,S342,485840,SSSSSSSsPPRTPFP,PA2_2023
CDK5,CDK5,Q00535,DCX,1641,O43602,DCX,S109,,,PA1_2016
CDK5,CDK5,Q00535,Doublecortin,1641,O43602,DCX,S28,451358,SRMNGLPsPtHSAHC,PA2_2023
CDK5,CDK5,Q00535,DCX,1641,O43602,DCX,S368,,,PA1_2016
CDK5,CDK5,Q00535,DCX,1641,O43602,DCX,S378,,,PA1_2016
CDK5,CDK5,Q00535,DCX,1641,O43602,DCX,S387,,,PA1_2016
CDK5,CDK5,Q00535,DCX,1641,O43602,DCX,S408,,,PA1_2016
CDK5,CDK5,Q00535,DCX,1641,O43602,DCX,S415,,,PA1_2016
CDK5,CDK5,Q00535,DCX,1641,O43602,DCX,T370,,,PA1_2016
CDK5,CDK5,Q00535,DCX,1641,O43602,DCX,T402,,,PA1_2016
CDK5,CDK5,Q00535,DCX,1641,O43602,DCX,T412,,,PA1_2016
CDK5,CDK5,Q00535,DDHD1,80821,Q8NEL9,DDHD1,S11,22351356,PGrGsPRsPEHNGRG,PA2_2023
CDK5,CDK5,Q00535,DDHD1,80821,Q8NEL9,DDHD1,S727,465585,TIPsPVtsPVLSRRH,PA2_2023
CDK5,CDK5,Q00535,DLC1,10395,Q96QB1,DLC1,S557,37038503,LEEFDVFsPKQDLVP,PA2_2023
CDK5,CDK5,Q00535,DLC1,10395,Q96QB1,DLC1,S642,37038504,DSFGSLPsPKELSSF,PA2_2023
CDK5,CDK5,Q00535,DLC1,10395,Q96QB1,DLC1,S859,37038505,RRENsSDsPKELKRR,PA2_2023
CDK5,CDK5,Q00535,DLC1,10395,Q96QB1,DLC1,S946,37038502,SVSPCPSsPKQIHLD,PA2_2023
CDK5,CDK5,Q00535,DYN1,1759,Q05193,DNM1,S774,,,PA1_2016
CDK5,CDK5,Q00535,DYN1,1759,Q05193,DNM1,S778,,,PA1_2016
CDK5,CDK5,Q00535,DYN1,1759,Q05193,DNM1,T780,452368,RsPtssPtPQRRAPA,PA2_2023
CDK5,CDK5,Q00535,DRP1,10059,O00429,DNM1L,S616,454690,PIPIMPAsPQKGHAV,PA2_2023
CDK5,CDK5,Q00535,DNMT1,1786,P26358,DNMT1,S154,476108,AkPEPsPsPRITRkS,PA2_2023
CDK5,CDK5,Q00535,CRMP-2 iso3,1808,NP_001184222,DPYSL2,S27,23053573,FKNLGsGsPKPRQKF,PA2_2023
CDK5,CDK5,Q00535,CRMP-2,1808,Q16555,DPYSL2,S522,448082,PAssAktsPAkQQAP,PA2_2023
CDK5,CDK5,Q00535,CRMP-2 iso3,1808,NP_001184222,DPYSL2,S627,448082,PASsAKTsPAKQQAP,PA2_2023
CDK5,CDK5,Q00535,CRMP-4,1809,Q14195,DPYSL3,S522,458800,PAGsArGsPtRPNPP,PA2_2023
CDK5,CDK5,Q00535,DRD2,1813,P14416,DRD2,S321,31010702,GLHSTPDsPAkPEKN,PA2_2023
CDK5,CDK5,Q00535,EFHD2,79180,Q96C19,EFHD2,S74,478224,QGIGEPQsPsRRVFN,PA2_2023
CDK5,CDK5,Q00535,HuR,1994,Q15717,ELAVL1,S202,3197192,LLsQLyHsPArrFGG,PA2_2023
CDK5,CDK5,Q00535,EPRS,2058,P07814,EPRS1,S886,452230,LsQssDssPtRNsEP,PA2_2023
CDK5,CDK5,Q00535,EPRS,2058,P07814,EPRS1,S999,9720900,NQGGGLsssGAGEGQ,PA2_2023
CDK5,CDK5,Q00535,ERBB3,2065,P21860,ERBB3,S1123,,,PA1_2016
CDK5,CDK5,Q00535,ERBB3,2065,P21860,ERBB3,T873,,,PA1_2016
CDK5,CDK5,Q00535,EZRI,7430,P15311,EZR,T235,,,PA1_2016
CDK5,CDK5,Q00535,FBXO22,26263,Q8NEZ5,FBXO22,S160,1875332202,IVVTPMGsGsNRPQE,PA2_2023
CDK5,CDK5,Q00535,FBXO22,26263,Q8NEZ5,FBXO22,S162,1875332204,VTPMGsGsNRPQEIE,PA2_2023
CDK5,CDK5,Q00535,FOXO1A,2308,Q12778,FOXO1,S249,471071,EGGkSGksPrRrAAs,PA2_2023
CDK5,CDK5,Q00535,FZR1,51343,Q9UM11,FZR1,S163,4661904,kSQKLLRsPRKPTRK,PA2_2023
CDK5,CDK5,Q00535,FZR1,51343,Q9UM11,FZR1,S40,3215931,PAssPVssPsKHGDR,PA2_2023
CDK5,CDK5,Q00535,FZR1,51343,Q9UM11,FZR1,T121,3827860,DRRLQPstPEKkGLF,PA2_2023
CDK5,CDK5,Q00535,NMDE1,2903,Q12879,GRIN2A,S1232,,,PA1_2016
CDK5,CDK5,Q00535,HDAC5,10014,Q9UQL6,HDAC5,S279,4788487,KVAERRssPLLRRKD,PA2_2023
CDK5,CDK5,Q00535,HIF1A,3091,Q16665,HIF1A,S687,31876388,TEksHPRsPNVLsVA,PA2_2023
CDK5,CDK5,Q00535,5-HT(1A),3350,P08908,HTR1A,T314,1867735500,LPSEAGPtPCAPASF,PA2_2023
CDK5,CDK5,Q00535,5-HT(6),3362,P50406,HTR6,S350,1867750504,ERQAsLAsPSLRTSH,PA2_2023
CDK5,CDK5,Q00535,HTRA2,27429,O43464,HTRA2,S400,487467,IHkVILGsPAHRAGL,PA2_2023
CDK5,CDK5,Q00535,Huntingtin,3064,P42858,HTT,S1179,465621,LtNPPsLsPIRRKGK,PA2_2023
CDK5,CDK5,Q00535,Huntingtin,3064,P42858,HTT,S1199,465620,EQAsVPLsPKKGSEA,PA2_2023
CDK5,CDK5,Q00535,Huntingtin,3064,P42858,HTT,S432,457592,AGGGssCsPVLsRKQ,PA2_2023
CDK5,CDK5,Q00535,Kv-beta2,8514,Q13303,KCNAB2,S31,3996100,IystrYGsPKRQLQF,PA2_2023
CDK5,CDK5,Q00535,Kv7.2 iso4,3785,O43526-4,KCNQ2,S427,15721018,VAAKGKGsPQAQTVR,PA2_2023
CDK5,CDK5,Q00535,Kv7.2 iso4,3785,O43526-4,KCNQ2,S446,481668,ADQSLEDsPSKVPKS,PA2_2023
CDK5,CDK5,Q00535,VEGFR2,3791,P35968,KDR,S229,56790201,RIYDVVLsPSHGIEL,PA2_2023
